Issue key,Issue id,Parent id,Project key,Project name,Project type,Project lead,Project description,Project url,Custom field (Epic Name),Issue Type,Priority,Summary,Assignee,Custom field (Squad),Custom field (Team),Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Resolution,Custom field (Story Points)
EFDDH-631,7650973,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_PTY_PIVOT,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-630,7650971,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_PIVOT,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-629,7650970,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_GD_PIVOT,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-628,7650969,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_EXTND_PIVOT,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-627,7650967,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_DRV3_PIVOT,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-626,7650759,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_DRV2_PIVOT,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-625,7650756,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_ARFCLTEFS_LINK_PIVOT,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-624,7650755,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_ARBLS_PIVOT,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-623,7650754,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLSALTID_PIVOT ,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-622,7650746,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_VAL_PIVOT,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-621,7650734,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_SEC_PIVOT,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-620,7650732,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_PTY_PIVOT,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-619,7650731,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_PIVOT,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-618,7650729,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_EXTND_PIVOT,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-616,7650727,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_ARFCLTEFS_LINK_PIVOT,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-615,7647915,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_VAL_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-614,7647912,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_SEC_VAL_KEY,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-613,7647910,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_SEC_KEY,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-612,7647907,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_PTY_LOC_KEY,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-611,7647906,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_PTY_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-610,7647901,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_METACCCVAL,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-609,7647888,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_LOC_KEY,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-608,7647884,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARFCLTEFS_VAL_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-607,7647880,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARFCLTEFS_PTY_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-606,7647118,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARFCLTEFS_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-605,7647115,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_VAL_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-604,7647110,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_SEC_VAL_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-603,7647107,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_SEC_KEY,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-602,7647103,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_PTY_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-601,7647086,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_KEY,dabkea,Black Panther Core,,Story Done,,,,,,,,,,,,,,,,,,,Done,
EFDDH-600,7647069,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_ARBLS_ARBLS_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-599,7647064,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_VAL_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-598,7647061,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_SEC_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-597,7647056,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_PTY_KEY,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-596,7647049,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: cnf_t_APP_KEY.sql,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Fixed,
EFDDH-595,7643077,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223: Unit Testing: Task Management Support,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,,,,,,,,,,,Done,3
EFDDH-594,7636171,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,"RegDH :  Monitoring , Alerting and & Event Management",mahajaa4,,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,3
EFDDH-593,7636084,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: ZAFIN/xfm_t_ZAFINAU_PRODUCTCATALOG_IN_PHY.sql,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-592,7636083,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_SEC_VAL_LSMAU_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-591,7636082,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_SEC_VAL_CAPILPAU_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-590,7636081,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_SEC_LSMAU_SECPRPTY_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-589,7636080,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_SEC_CAPILPAU_SEC3PRPTY_PHY.sql,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-588,7636078,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_SEC_CAPILPAU_SEC2OTH_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-587,7636077,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_SEC_CAPILPAU_SEC1DEP_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-586,7636075,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_SEC_CAPILPAU_SEC1DEP_IN_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-585,7636073,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_PTY_LOC_EFS_IN_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-584,7636072,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_PTY_LOC_CR_SC_MATCH_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-583,7636071,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_PTY_LOC_ADD_MATCH_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-582,7636070,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_LSMAU_SECLNK_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-581,7636069,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_LOC_EFS_IN_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-580,7636068,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_DRV_LSMAU_SECLNK_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-579,7636067,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_DRV_CAPILPAU_SECLNK_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-578,7636066,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_DRV2_CAP_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-577,7636065,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_CAPILPAU_SECLNK_PHY.sql,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-576,7636064,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_ARBLS_SEC_CAPILPAU_GUR_SEC_VAL_IN_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-575,7636063,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_APP_SEC_CAPMOSRLS_SECLNK_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-574,7636062,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: SECURE/xfm_t_APP_CAPILPAU_REFINANCE_SEC_CHNGE_EFS_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-573,7636061,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: RLS/xfm_t_RLSAU_APPLICATION_PHY.sql,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-572,7636060,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: RLS/xfm_t_RLSAU_APPLICATION_PARENT_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-571,7636059,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: RLS/xfm_t_APP_VAL_RLSAU_APPLICATION_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-570,7636058,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: RLS/xfm_t_APP_RLSAU_PURPOSE_EFS_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-569,7636057,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: RLS/xfm_t_APP_PTY_RLSAU_APPLICATION_PHY.sql,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-568,7636056,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: REF/xfm_t_VAL_REF_VAL_TYPE_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-567,7636055,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: REF/xfm_t_REF_ALT_ID_CUST_EFS_REL_PTY_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-566,7636054,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: REF/xfm_t_MAPRAAU_CNTRY_CNFRM_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-565,7636053,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: REF/xfm_t_APP_VAL_REF_RLSAU_APPLICATION_APP_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-564,7636052,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: REF/xfm_t_APP_VAL_REF_MOSAU_APPLICATION_APP_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-563,7636051,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: REF/xfm_t_APP_VAL_REF_CAPILPAU_APPLICATION_APP_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-562,7636050,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: MOS/xfm_t_MOSAU_APPLICATION_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-561,7636049,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: MOS/xfm_t_MOSAU_APPLICATION_PARENT_PHY.sql,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-560,7636047,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: MOS/xfm_t_APP_VAL_MOSAU_APPLICATION_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-559,7636046,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: MOS/xfm_t_APP_PTY_MOSAU_APPLICATION_PHY.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
EFDDH-558,7636045,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: MOS/xfm_t_APP_MOSAU_PURPOSE_EFS_PHY.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-557,7636044,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: CLVR/xfm_t_CLVR_SEC_WEIGHT_CO_CMPLX.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-556,7636043,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: CLVR/xfm_t_CLVR_SEC_WEIGHT_CL_CMPLX.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-555,7636042,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: CLVR/xfm_t_CLVR_SEC_WEIGHT_113_CL_CMPLX.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-554,7636040,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: CLVR/xfm_t_CLVR_ACCT_CO_CMPLX.sql,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-553,7636038,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: CLVR/xfm_t_CLVR_ACCT_CL_CMPLX.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-552,7636037,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: CLVR/xfm_t_CLVR_ACCT_113_CL_CMPLX.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,,,,,,,,,,,,,,,,,Done,
EFDDH-551,7636036,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223: Unit Testing: CLVR/xfm_t_CAP_CLVR_113_BASE_LINK_STEP2B_1_CL.sql,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 10,,,,,,,,,,,,,,,,,,Done,
